name,email,contact_form_url,rating,reviews_count,location,country,website_url,profile_url,services,source,category,sub_category,min_project,hourly_rate,employees,team_size,tagline,scraped_at
CodeBranch,info@codebranch.co,,4.7,9.0,"Medellín, Colombia",Colombia,https://www.codebranch.co?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,https://clutch.co/profile/codebranch-0,"20% Web Development, 30% IT Staff Augmentation, 20% Custom Software Development+3 services, 10% AI Development, 10% IoT Development, 10% Mobile App Development",Clutch.co,"Development,IT Services","Custom Software Development,Java,PHP,Python & Django,Web Development,IT Staff Augmentation",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:01:12
"Quartus Technology, Inc.",info@quartustechnology.com,,4.7,9.0,"Westport, CT",United States,http://www.quartustechnology.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,https://clutch.co/profile/quartus-technology,"10% Web Development, 30% Mobile App Development, 10% AI Development+5 services, 10% Account-Based Marketing, 10% Custom Software Development, 10% E-Commerce Development, 10% Enterprise App Modernization, 10% UX/UI Design",Clutch.co,"Design,Development","UI/UX Design,App Development,Custom Software Development,E-Commerce Development,Web Development",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:04:21
Lvivity,Unreachable,,4.7,9.0,"L'viv, Ukraine",Ukraine,https://clutch.co/profile/lvivity?verified=true#reviews,https://clutch.co/profile/lvivity,"40% Custom Software Development, 30% Mobile App Development, 20% Web Development+2, 5% Application Testing, 5% Blockchain, 80% .NET, 20% Other frameworks and CMS",Clutch.co,Development,.NET,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:13:33
LeewayHertz,Unreachable,,4.7,9.0,"Gurugram, India",India,https://clutch.co/profile/leewayhertz?verified=true#reviews,https://clutch.co/profile/leewayhertz,"10% AR/VR Development, 25% AI Development, 20% Blockchain+5 services, 10% AI Consulting, 10% Custom Software Development, 10% Generative AI, 10% Web Design, 5% Mobile App Development",Clutch.co,Development,"AR/VR,Blockchain",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:18:00
Cegeka Romania,ro@cegeka.com,,4.7,8.0,"București, Romania",Romania,https://clutch.co/profile/cegeka-romania?verified=true#reviews,https://clutch.co/profile/cegeka-romania,"15% Web Development, 40% Custom Software Development, 25% IT Staff Augmentation+1 service, 20% Cybersecurity",Clutch.co,"Development,IT Services","Java,Python & Django,Cybersecurity,IT Staff Augmentation",,,250 - 999,,,2026-02-21 01:09:40
Seeders,info@seeders.com,,4.7,8.0,"Zwolle, Netherlands",Netherlands,https://seeders.com/,https://clutch.co/profile/seeders,"10% Pay Per Click, 45% Search Engine Optimization, 25% Public Relations+2 services, 10% Advertising, 10% Digital Strategy",Clutch.co,Marketing,"PPC,PR Firms",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:34:36
Unimedia Technology,info@unimedia.tech,,4.7,7.0,"Castelldefels, Spain",Spain,https://unimedia.tech?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-developers,https://clutch.co/profile/unimedia-technology,"20% Web Development, 30% Custom Software Development, 25% AI Development+2 services, 15% AI Agents, 10% Mobile App Development",Clutch.co,Development,".NET,App Development,Custom Software Development,Python & Django,Web Development,WordPress",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:00:43
FINANTEQ,contact@finanteq.com,,4.7,7.0,"Lublin, Poland",Poland,https://finanteq.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/finanteq,"10% Business Consulting, 60% Mobile App Development, 10% E-Commerce Development+2 services, 10% Wearable App Development, 10% Web Development",Clutch.co,"Business Services,Development","Consulting,E-Commerce Development",,,50 - 249,,,2026-02-21 01:05:54
Ticomix,jobs@ticomix.com,,4.7,7.0,"Loves Park, IL",United States,https://ticomix.com,https://clutch.co/profile/ticomix,"30% Custom Software Development, 35% Enterprise App Modernization, 25% AI Agents+1 service, 10% AI Consulting",Clutch.co,Development,".NET,Custom Software Development",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:12:44
Full Scale,Unreachable,,4.7,7.0,"Kansas City, KS",United States,https://fullscale.io/?el=clutch&htrafficsource=clutch&utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/full-scale,"16.8/20 Reviews, 10/10 Clients & Experience, 9.7/10 Market Presence, 70% IT Staff Augmentation, 30% Other",Clutch.co,"Development,IT Services",".NET,Java,IT Staff Augmentation",,$25 - $49 / hr,250 - 999,,,2026-02-21 01:13:33
Vintage IT Services,sales@vintageits.com,,4.7,7.0,"Austin, TX",United States,http://www.vintageits.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/vintage-it-services,"15.6/20 Reviews, 8.9/10 Clients & Experience, 9.5/10 Market Presence, 100% IT Consulting",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:22:24
From the Future,4b5cb39c36@sentry.wixpress.com,,4.7,7.0,"Philadelphia, PA",United States,https://www.ftf.co?utm_source=clutch.co&utm_medium=referral&utm_campaign=web-designers,https://clutch.co/profile/future,"10% Web Design, 25% Digital Strategy, 20% Pay Per Click+3 services, 20% Search Engine Optimization, 15% Social Media Marketing, 10% UX/UI Design",Clutch.co,"Design,Marketing","Design Agencies,UI/UX Design,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:29:42
Test Double,hello@testdouble.com,,4.7,5.0,,,https://link.testdouble.com/clutch,https://clutch.co/profile/test-double,"40% Custom Software Development, 30% Enterprise App Modernization, 10% AI Development+3 services, 10% Cloud Consulting & SI, 5% Application Testing, 5% Mobile App Development",Clutch.co,"Development,IT Services","Custom Software Development,All IT Services",,$150 - $199 / hr,50 - 249,,,2026-02-21 01:00:13
IndaPoint Technologies Pvt. Ltd.,info@indapoint.com,,4.7,5.0,"Vadodara, India",India,https://www.indapoint.com/,https://clutch.co/profile/indapoint-technologies,"20% Custom Software Development, 70% AI Development, 10% Mobile App Development",Clutch.co,Development,Custom Software Development,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:01:12
Creative Creation,Unreachable,https://creativecreations.ai/contact-us/,4.7,5.0,,,https://creativecreations.ai?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory-mobile-application-developers,https://clutch.co/profile/creative-creation,"10% Mobile App Development, 10% Custom Software Development, 10% Digital Strategy+7 services, 10% IT Strategy Consulting, 10% Mobile & App Marketing, 10% Performance Marketing, 10% Social Media Marketing, 10% UX/UI Design, 10% Web Design, 10% Web Development",Clutch.co,Development,App Development,,$50 - $99 / hr,10 - 49,,,2026-02-21 01:03:21
Impact Media,studio@impactmedia.co.uk,,4.7,5.0,"London, England",England,https://www.impactmedia.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/impact-media,"25% UX/UI Design, 30% Web Development, 25% Web Design+1 service, 20% E-Commerce Development",Clutch.co,"Design,Development","UI/UX Design,E-Commerce Development,WordPress",,$100 - $149 / hr,2 - 9,,,2026-02-21 01:05:54
digiMinds Technology,info@dmt.am,,4.7,5.0,"Yerevan, Armenia",Armenia,https://digimindstech.com,https://clutch.co/profile/digiminds-technology,"30% AI Development, 20% Custom Software Development, 10% BI & Big Data Consulting & SI+4 services, 10% Computer Engineering, 10% Digital Engineering, 10% IT Strategy Consulting, 10% Web Design",Clutch.co,"Development,IT Services",".NET,All IT Services",,$25 - $49 / hr,2 - 9,,,2026-02-21 01:13:12
AppStream Studio,contact@appstream.studio,,4.7,5.0,"Nashville, TN",United States,https://appstream.studio,https://clutch.co/profile/appstream-studio,"50% Custom Software Development, 20% Generative AI, 20% Web Development+1, 10% API Development, 50% .NET, 30% React, 20% NextJS",Clutch.co,Development,.NET,,$100 - $149 / hr,10 - 49,,,2026-02-21 01:13:12
Strativise Industrial Marketing Agency,Unreachable,,4.7,5.0,"Aliso Viejo, CA",United States,https://www.strativise.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-email,https://clutch.co/profile/strativise-industrial-marketing-agency,"10% Email Marketing, 30% Digital Strategy, 10% Advertising+5 services, 10% Content Marketing, 10% Conversion Optimization, 10% Pay Per Click, 10% Search Engine Optimization, 10% Social Media Marketing",Clutch.co,Marketing,"Content Marketing,Digital Marketing,Email Marketing,PPC,Social Media Marketing",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:32:08
Dream Foundry Games,office@dreamfoundrygames.com,,4.7,3.0,"Pittsburgh, PA",United States,https://www.dreamfoundrygames.com/contact-us-form,https://clutch.co/profile/dream-foundry-games,"10% Web Design, 30% Mobile App Development, 20% AR/VR Development+2 services, 20% Custom Software Development, 20% UX/UI Design",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,.NET,AR/VR,App Development,Custom Software Development",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:04:31
ecce.,info@ecce.uk,,4.7,3.0,"Otford, England",England,https://ecce.uk/,https://clutch.co/profile/ecce,"15% Web Development, 35% Custom Software Development, 15% E-Commerce Development+3, 15% Mobile App Development, 10% API Development, 10% Enterprise App Modernization, 90% PHP, 10% JavaScript",Clutch.co,Development,"E-Commerce Development,PHP",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:05:54
CBTW APAC,Unreachable,https://collaborationbetterstheworld.com/contact/,4.7,3.0,"Ho Chi Minh City, Vietnam",Vietnam,https://collaborationbetterstheworld.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cbtw-apac-0,"30% Custom Software Development, 10% AI Development, 10% Cloud Consulting & SI+8 services, 10% Mobile App Development, 10% Web Development, 5% Application Testing, 5% Cybersecurity, 5% DevOps Managed Services, 5% Generative AI, 5% Microservices Architecture Services, 5% UX/UI Design",Clutch.co,"Development,IT Services",".NET,Java,Python & Django,All IT Services",,,"1,000 - 9,999",,,2026-02-21 01:07:37
Advisory Apps,info@advisoryapps.com,,4.7,3.0,"Kuala Lumpur, Malaysia",Malaysia,https://advisoryapps.com,https://clutch.co/profile/advisory-apps,"13% Web Development, 21% Mobile App Development, 15% AI Development+6, 15% AR/VR Development, 15% Custom Software Development, 6% Enterprise App Modernization, 5% Application Management & Support, 5% E-Commerce Development, 5% Other Application Development, 100% WordPress CMS",Clutch.co,Development,"AR/VR,Flutter,PHP,Python & Django,WordPress",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:07:37
Inellipse,contact@inellipse.com,,4.7,3.0,"Bitola, North Macedonia",North Macedonia,https://www.inellipse.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/inellipse,"10% UX/UI Design, 30% Custom Software Development, 25% Mobile App Development+3 services, 20% Web Development, 10% IoT Development, 5% Blockchain",Clutch.co,"Design,Development","UI/UX Design,Java,Python & Django",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:07:46
Alley,info@alley.com,,4.7,3.0,"New York, NY",United States,http://alley.com,https://clutch.co/profile/alley,"17% UX/UI Design, 40% Web Development, 33% Web Design+1 service, 10% Digital Strategy",Clutch.co,"Design,Development","UI/UX Design,Web Design,PHP,WordPress",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:11:47
Ideofuzion,Unreachable,,4.7,3.0,"Islamabad, Pakistan",Pakistan,https://clutch.co/profile/ideofuzion?verified=true#reviews,https://clutch.co/profile/ideofuzion,"40% AR/VR Development, 45% Blockchain, 5% AI Development+2 services, 5% UX/UI Design, 5% Web Development",Clutch.co,Development,"AR/VR,Blockchain",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:18:11
Battery Low Interactive Ltd,info@batterylowinteractive.com,,4.7,3.0,"Dhaka, Bangladesh",Bangladesh,http://batterylowinteractive.com/,https://clutch.co/profile/battery-low-interactive,"20% AR/VR Development, 20% Custom Software Development, 20% Mobile App Development+3 services, 20% Web Development, 10% AI Development, 10% IoT Development",Clutch.co,Development,AR/VR,,< $25 / hr,50 - 249,,,2026-02-21 01:19:52
ali,Unreachable,,4.7,3.0,"Lahore, Pakistan",Pakistan,https://chat.forefront.ai/,https://clutch.co/profile/ali,"14.6/20 Reviews, 3.1/10 Clients & Experience, 5.7/10 Market Presence, 10% Custom Software Development, 90% Other",Clutch.co,Development,Freelance Developers,,< $25 / hr,,,,2026-02-21 01:20:45
"Agility Network Services, Inc.",sales@agilitynetworks.com,,4.7,3.0,"Chicago, IL",United States,https://agilitynetworks.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=it-services-cybersecurity,https://clutch.co/profile/agility-network-services,"15% Cybersecurity, 45% IT Managed Services, 20% Cloud Consulting & SI+2 services, 10% IT Strategy Consulting, 10% Other IT Consulting and SI",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$150 - $199 / hr,10 - 49,,,2026-02-21 01:22:54
Pontica Solutions,receptionsofia@ponticasolutions.com,,4.7,3.0,"Sofia, Bulgaria",Bulgaria,https://ponticasolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pontica-solutions,"20% IT Staff Augmentation, 40% Customer Service Outsourcing, 30% Back Office Outsourcing+2 services, 5% AI Consulting, 5% Generative AI",Clutch.co,IT Services,IT Staff Augmentation,,< $25 / hr,250 - 999,,,2026-02-21 01:28:12
Emapta,Unreachable,,4.7,3.0,"Mandaluyong, Philippines",Philippines,http://www.emapta.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/emapta,"25% IT Staff Augmentation, 25% Back Office Outsourcing, 25% Finance & Accounting Outsourcing (FAO)+3 services, 15% Call Center Services, 5% Engineering, 5% HR Consulting",Clutch.co,IT Services,IT Staff Augmentation,,,"10,000+",,,2026-02-21 01:28:23
Odesa.co,hello@odesa.co,,4.7,3.0,"Lighthouse Point, FL",United States,https://odesa.co,https://clutch.co/profile/odesaco,"25% Recruiting, 60% IT Staff Augmentation, 10% AI Development+1 service, 5% Web Development",Clutch.co,"Business Services,IT Services","HR Services,Recruiting,IT Staff Augmentation",,$50 - $99 / hr,2 - 9,,,2026-02-21 01:28:45
Hedges & Company Automotive Digital Marketing Agency,Unreachable,,4.7,3.0,"Hudson, OH",United States,https://hedgescompany.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/hedges-company-automotive-digital-marketing-agency,"25% Pay Per Click, 25% Search Engine Optimization, 10% Conversion Optimization+7 services, 10% Ecommerce Marketing, 5% Content Marketing, 5% Digital Strategy, 5% Email Marketing, 5% Marketing Strategy, 5% Other Digital Marketing, 5% Social Media Marketing",Clutch.co,Marketing,PPC,,$200 - $300 / hr,10 - 49,,,2026-02-21 01:34:16
Octal IT Solution,enquiry@octalsoftware.com,,4.6,124.0,"Sarasota, FL",United States,https://www.octalsoftware.com/mobile-app-development?utm_source=clutch.co&utm_medium=paidlink&utm_campaign=clutchpro,https://clutch.co/profile/octal-it-solution,"16.4/20 Reviews, 10/10 Clients & Experience, 9.8/10 Market Presence, 40% Blockchain, 60% Other",Clutch.co,Development,"Blockchain,Flutter",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:17:05
Thrive Internet Marketing Agency,sales@thriveagency.com,,4.6,104.0,"Arlington, TX",United States,https://thriveagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/thrive-internet-marketing-agency,"10% Web Design, 70% Search Engine Optimization, 10% Pay Per Click+1 service, 10% Social Media Marketing",Clutch.co,"Design,Marketing","Design Agencies,Web Design,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:29:32
Appinventiv,info@appinventiv.com,,4.6,90.0,"New York, NY",United States,https://appinventiv.com/write-to-us/?utm_source=Clutch&utm_medium=referral&utm_campaign=TopMobileAppDevelopmentCompanies,https://clutch.co/profile/appinventiv,"40% Mobile App Development, 40% AI Development, 20% Custom Software Development",Clutch.co,Development,".NET,App Development,Custom Software Development,Flutter",,$25 - $49 / hr,"1,000 - 9,999",,,2026-02-21 00:59:52
Unified Infotech,sales@unifiedinfotech.net,,4.6,65.0,"New York, NY",United States,https://www.unifiedinfotech.net/,https://clutch.co/profile/unified-infotech,"10% Web Design, 30% Custom Software Development, 30% Web Development+3 services, 10% IT Staff Augmentation, 10% Low/No Code Development, 10% Mobile App Development",Clutch.co,"Design,Development,IT Services","Design Agencies,Web Design,App Development,Custom Software Development,PHP,Web Development,WordPress,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:00:03
First Page Digital Singapore,info@firstpagedigital.sg,,4.6,49.0,Singapore,Singapore,http://firstpagedigital.sg/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/first-page-digital-singapore,100% Search Engine Optimization,Clutch.co,Marketing,Digital Marketing,,$100 - $149 / hr,50 - 249,,,2026-02-21 01:32:07
Vega IT,contact@vegaitglobal.com,,4.6,37.0,"Novi Sad, Serbia",Serbia,https://www.vegaitglobal.com/what-we-do?utm_source=clutch&utm_medium=organic&utm_id=clutch,https://clutch.co/profile/vega-it,"60% Custom Software Development, 10% CRM Consulting and SI, 10% E-Commerce Development+3 services, 10% Mobile App Development, 5% Application Testing, 5% Web Development",Clutch.co,"Development,IT Services",".NET,Custom Software Development,E-Commerce Development,Flutter,Java,All IT Services",,$50 - $99 / hr,250 - 999,,,2026-02-21 01:05:44
Talentica Software,info@talentica.com,,4.6,32.0,"Pune, India",India,https://www.talentica.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/talentica-software,"30% Custom Software Development, 15% AI Development, 10% Generative AI+8 services, 10% Low/No Code Development, 5% Blockchain, 5% DevOps Managed Services, 5% Enterprise App Modernization, 5% Microservices Architecture Services, 5% Mobile App Development, 5% UX/UI Design, 5% Web Development",Clutch.co,Development,"Custom Software Development,Java",,$25 - $49 / hr,250 - 999,,,2026-02-21 01:09:11
Passion Digital,Unreachable,,4.6,28.0,"London, England",England,https://passion.digital/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/passion-digital,"50% Pay Per Click, 50% Search Engine Optimization",Clutch.co,Marketing,"Digital Marketing,PPC",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:31:26
ThirdEye Data,answers@thirdeyedata.ai,,4.6,23.0,"San Jose, CA",United States,https://thirdeyedata.ai/top-artificial-intelligence-company-on-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/thirdeye-data,"10% IT Staff Augmentation, 50% AI Development, 15% BI & Big Data Consulting & SI+2 services, 15% Cloud Consulting & SI, 10% Generative AI",Clutch.co,IT Services,"All IT Services,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:23:46
Dot IT,info@dotit.org,,4.6,22.0,"دبي, United Arab Emirates",United Arab Emirates,https://dotit.org/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/dot-it,"15% Web Design, 15% Search Engine Optimization, 10% Branding+7 services, 10% Content Marketing, 10% E-Commerce Development, 10% Ecommerce Marketing, 10% Pay Per Click, 10% Social Media Marketing, 5% Digital Strategy, 5% Media Planning & Buying",Clutch.co,"Design,Development,Marketing","Web Design,E-Commerce Development,Content Marketing,Digital Marketing,Full-Service Digital,PPC,Social Media Marketing",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:05:35
Fgfactory,Unreachable,https://fgfactory.com/?utm_source=clutch.co&utm_medium=referral,4.6,19.0,"Kharkiv, Ukraine",Ukraine,https://fgfactory.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/fgfactory,"10% AR/VR Development, 30% Graphic Design, 25% Mobile App Development+3 services, 15% Custom Software Development, 10% UX/UI Design, 10% Web Development",Clutch.co,Development,AR/VR,,$25 - $49 / hr,50 - 249,,,2026-02-21 01:20:30
Bluegrass Digital,hello@bluegrassdigital.com,,4.6,18.0,"Cape Town, South Africa",South Africa,http://www.bluegrassdigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bluegrass-digital,"50% Mobile App Development, 20% Custom Software Development, 10% IT Staff Augmentation+2 services, 10% Low/No Code Development, 10% Web Design",Clutch.co,"Design,Development,IT Services","Design Agencies,Web Design,App Development,Custom Software Development,IT Staff Augmentation",,$50 - $99 / hr,10 - 49,,,2026-02-21 01:00:52
ShootOrder,info@shootorder.com,,4.6,18.0,"Hyderabad, India",India,https://storals.com/shootorder-clutch,https://clutch.co/profile/shootorder,"10% Content Marketing, 25% Pay Per Click, 25% Search Engine Optimization+3 services, 20% Social Media Marketing, 10% Branding, 10% Mobile & App Marketing",Clutch.co,Marketing,"Content Marketing,Digital Marketing,PPC,Social Media Marketing",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:31:27
Geeks Ltd,hello@geeks.ltd,,4.6,17.0,"Sutton, England",England,https://www.geeks.ltd/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/geeks-ltd,"40% Custom Software Development, 20% AI Development, 10% AI Consulting+6, 5% AI Agents, 5% Enterprise App Modernization, 5% Mobile App Development, 5% Product Design, 5% Robotics Process Automation, 5% UX/UI Design, 35% .NET, 50% Other frameworks and CMS, 15% VueJS",Clutch.co,Development,.NET,,$50 - $99 / hr,50 - 249,,,2026-02-21 01:13:02
Taction Software LLC,info@tactionsoft.com,,4.6,14.0,"Chicago, IL",United States,https://www.tactionsoft.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/taction-software,"30% Mobile App Development, 25% Custom Software Development, 15% AI Development+3 services, 10% BI & Big Data Consulting & SI, 10% CRM Consulting and SI, 10% Web Development",Clutch.co,"Development,IT Services",".NET,Flutter,Java,PHP,Python & Django,All IT Services",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:07:37
Double Coconut,Unreachable,,4.6,13.0,"San Francisco, CA",United States,https://clutch.co/profile/double-coconut#review-429562,https://clutch.co/profile/double-coconut,"20% Custom Software Development, 30% Mobile App Development, 25% Blockchain+1, 25% Web Development, 10% Flutter, 20% Angular, 20% NodeJS+4, 20% Spring MVC, 10% .NET, 10% React, 10% React Native",Clutch.co,Development,".NET,Blockchain,Flutter,Java",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:09:49
TechUP SG,hey@techup.sg,,4.6,12.0,"Singapore, Singapore",Singapore,https://techup.sg,https://clutch.co/profile/techup-sg,"10% Web Design, 30% Custom Software Development, 30% Web Development+5 services, 13% Mobile App Development, 5% E-Commerce Development, 5% Product Design, 5% UX/UI Design, 2% Logo",Clutch.co,"Design,Development","Web Design,Custom Software Development,PHP,Web Development",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:11:28
BetterWay Devs,sales@betterway.dev,,4.6,11.0,"Miami, FL",United States,https://www.betterway.dev/top-nearshore-it-recruiting?utm_source=clutch.co&utm_medium=referral&utm_campaign=hr-recruiting,https://clutch.co/profile/betterway-devs,"16.6/20 Reviews, 10/10 Clients & Experience, 9/10 Market Presence, 30% Recruiting, 70% Other",Clutch.co,"Business Services,Development,IT Services","HR Services,Recruiting,Staffing,Custom Software Development,IT Staff Augmentation",,$25 - $49 / hr,50 - 249,,,2026-02-21 01:00:34
INTERSOG,contact@intersog.com,,4.6,11.0,"Chicago, IL",United States,https://intersog.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=profile,https://clutch.co/profile/intersog,"25% IT Staff Augmentation, 15% AI Development, 15% Custom Software Development+4 services, 15% IoT Development, 10% Application Testing, 10% Low/No Code Development, 10% Web Design",Clutch.co,"Design,Development,IT Services","Design Agencies,Web Design,Custom Software Development,Java,IT Staff Augmentation",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:00:43
Mountaintop Web Design,Info@MountaintopWebDesign.com,,4.6,11.0,"Greenwood Village, CO",United States,https://mountaintopwebdesign.com/special-offer-clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mountaintop-web-design,"20% Search Engine Optimization, 20% Web Design, 10% Advertising+5 services, 10% Conversion Optimization, 10% Digital Strategy, 10% Marketing Strategy, 10% Pay Per Click, 10% Web Development",Clutch.co,"Design,Development,Marketing","Design Agencies,Web Design,Web Development,WordPress,Digital Marketing,Full-Service Digital,PPC",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:14:50
Qadvance,info@qadvance.net,,4.6,11.0,"Buenos Aires, Argentina",Argentina,https://qadvance.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/qadvance,"10% Recruiting, 80% IT Staff Augmentation, 10% Staffing",Clutch.co,"Business Services,IT Services","HR Services,Recruiting,Staffing,IT Staff Augmentation",,$25 - $49 / hr,10 - 49,,,2026-02-21 01:27:42
MAS Global Consulting,more@masglobalconsulting.com,,4.6,9.0,"Tampa, FL",United States,http://www.masglobalconsulting.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/mas-global-consulting,"35% Custom Software Development, 20% AI Development, 20% Enterprise App Modernization+2 services, 15% UX/UI Design, 10% Application Testing",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,.NET,Custom Software Development,Java",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:00:33
CTI Digital,hello@ctidigital.com,,4.6,9.0,"Manchester, England",England,http://www.ctidigital.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cti-digital,"20% Web Development, 10% Content Marketing, 10% Conversion Optimization+6 services, 10% Email Marketing, 10% IT Managed Services, 10% Pay Per Click, 10% Search Engine Optimization, 10% Social Media Marketing, 10% Web Design",Clutch.co,"Design,Development,IT Services,Marketing","Design Agencies,Web Design,.NET,Java,PHP,Web Development,All IT Services,Managed IT (MSP),Content Marketing,Digital Marketing,Email Marketing,Full-Service Digital,PPC,Social Media Marketing",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:02:35
ProductDock AG,Unreachable,,4.6,9.0,"Berlin, Germany",Germany,https://productdock.com/,https://clutch.co/profile/productdock-ag,"25% Custom Software Development, 15% API Development, 15% Mobile App Development+4 services, 15% Web Development, 10% AI Consulting, 10% Cloud Consulting & SI, 10% IT Strategy Consulting",Clutch.co,"Development,IT Services","Java,All IT Services",,$50 - $99 / hr,50 - 249,,,2026-02-21 01:09:12
F12.net,service@f12.net,,4.6,9.0,"Edmonton, Canada",Canada,https://f12.net/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/f12net-0,"65% Cybersecurity, 35% IT Managed Services",Clutch.co,IT Services,"All IT Services,Cybersecurity,Managed IT (MSP)",,$200 - $300 / hr,250 - 999,,,2026-02-21 01:23:56
inSegment,info@insegment.com,,4.6,9.0,"Newton, MA",United States,https://www.insegment.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/insegment,"20% Web Development, 25% Pay Per Click, 25% Search Engine Optimization+3, 10% Content Marketing, 10% Conversion Optimization, 10% Digital Strategy, 44% WordPress CMS, 22% Drupal CMS, 17% Adobe Experience Manager CMS+2, 11% Microsoft SharePoint, 6% Joomla CMS",Clutch.co,"Development,Marketing","WordPress,Content Marketing,PPC",,$100 - $149 / hr,10 - 49,,,2026-02-21 01:34:26
BACKBONE,vancouver@backbone.digital,,4.6,8.0,"Burnaby, Canada",Canada,https://backbone.digital/strategy-design-ai/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/backbone-0,"15% UX/UI Design, 35% Web Development, 25% E-Commerce Development+2 services, 15% Web Design, 10% Mobile App Development",Clutch.co,"Design,Development","Design Agencies,UI/UX Design,Web Design,App Development,E-Commerce Development,PHP,Python & Django,Web Development",,$100 - $149 / hr,50 - 249,,,2026-02-21 01:02:06
